STATE,WEEK,SU_ID,perception,ECON1,ECON2,ECON1_worked,ECON2_hours
TX,2,0021498993,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024033724,0.317,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007386,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026656163,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029222136,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0040006464,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027429369,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021134527,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025233339,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020885252,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007544,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007587,0.013,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007593,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040004924,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0025223472,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021349945,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
TX,2,0040001860,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022672280,0.217,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025071561,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029045511,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0029685552,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040001243,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040003917,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040000820,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040005780,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029417507,0.013,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025976502,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0022697342,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,2,0040007218,0.002,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023557585,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023361532,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040004729,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0020082355,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,2,0022760455,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022889188,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
TX,2,0025333261,0.032,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022435944,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040000617,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040001876,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007036,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,2,0040003685,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028709862,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0026909041,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027833347,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023701802,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040001255,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025944826,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040003915,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021175380,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023993980,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",36,1.0,36.0
TX,2,0040008303,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0024233402,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040004277,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027525556,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026697075,0.15,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040008316,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007743,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",32,1.0,32.0
TX,2,0040008464,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023063198,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022390815,0.013,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040003733,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027210808,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026347706,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029310340,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0020233938,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029994521,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023593688,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024057511,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0025377146,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0025499611,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024403951,0.237,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022439957,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023739975,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",39,1.0,39.0
NY,2,0040007751,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020956960,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020132081,0.023,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020567539,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020274308,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007547,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",18,1.0,18.0
NY,2,0022982421,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040003735,0.032,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040005422,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,2,0021462971,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040002942,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025770621,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040003092,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
NY,2,0022220863,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040003904,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027294101,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021875935,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025314744,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020342053,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040003651,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0020330599,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021513181,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023155228,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0026954155,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022655770,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027215633,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040008064,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028931449,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0021387350,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0024436044,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,2,0021649790,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025965755,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022561109,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025014460,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022386647,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0026258355,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007967,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0024588395,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021685799,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040001055,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",39,1.0,39.0
TX,2,0021411154,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
NY,2,0027419253,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028212682,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029983062,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021735264,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040007140,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",24,1.0,24.0
NY,2,0028643210,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028203548,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007422,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020258778,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0020111701,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022484543,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020372422,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022991048,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0020324658,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0026264255,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007578,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020092622,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",46,1.0,46.0
TX,2,0020080870,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029978272,0.132,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023596751,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040005320,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022590351,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040004400,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028951691,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,2,0040007121,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028191178,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040007721,0.237,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,2,0023942038,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,2,0028449525,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028931401,0.127,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028890350,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025440706,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007669,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0026310589,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029559557,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023355623,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040006834,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0026519721,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",65,1.0,65.0
NY,2,0026328366,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028055264,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027088864,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022894553,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020985180,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007914,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040007457,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0023873220,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021589556,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",70,1.0,70.0
NY,2,0020410274,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040008366,0.217,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028440879,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0040003195,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040002676,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0025534253,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0020502659,0.002,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025722476,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040003630,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022601208,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0026084609,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007915,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",43,1.0,43.0
TX,2,0022151716,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
TX,2,0040001141,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023723155,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0027490205,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",25,1.0,25.0
TX,2,0040003018,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007281,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",15,1.0,15.0
TX,2,0023340561,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020173325,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026374578,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,2,0026836600,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040004818,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028937930,0.123,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029372601,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007293,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0040007134,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
TX,2,0027213784,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022594687,0.027,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,2,0023026855,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020796292,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040003008,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022596321,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040004773,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040002933,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025830137,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023150094,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021386561,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025686922,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020281069,0.015,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024291370,0.135,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007911,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0023910357,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023187127,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007939,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022843368,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020839293,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040003140,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,2,0020159325,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029271530,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0026730122,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0026605826,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0026357373,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022486445,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040004562,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,2,0040001156,0.032,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022764646,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0024796986,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020746663,0.025,"(3) No, I did not work for pay last week.",,0.0,
